DateTime,CLOSE
2024/8/29,1655.4969
2024/8/30,1677.9405
2024/9/2,1640.0877
2024/9/3,1659.0811
2024/9/4,1662.0733
2024/9/5,1666.6833
2024/9/6,1634.6442
2024/9/9,1621.976
2024/9/10,1611.8598
2024/9/11,1645.4194
2024/9/12,1644.6663
2024/9/13,1605.589
2024/9/18,1599.3444
2024/9/19,1614.3028
2024/9/20,1594.8254
2024/9/23,1585.389
2024/9/24,1665.8149
2024/9/25,1682.497
2024/9/26,1737.977
2024/9/27,1878.2027
2024/9/30,2101.3978
